Adresse [Zählpunktnummer];;;Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
09.11.2023 08:00:00;09.11.2023 08:14:59;0,285;;;
09.11.2023 08:15:00;09.11.2023 08:29:59;0,287;;;
09.11.2023 08:30:00;09.11.2023 08:44:59;0,662;;;
09.11.2023 08:45:00;09.11.2023 08:59:59;0,41;;;
09.11.2023 09:00:00;09.11.2023 09:14:59;0,226;;;
09.11.2023 09:15:00;09.11.2023 09:29:59;0,085;;;
09.11.2023 09:30:00;09.11.2023 09:44:59;0,105;;;
09.11.2023 09:45:00;09.11.2023 09:59:59;0,089;;;
09.11.2023 10:00:00;09.11.2023 10:14:59;0,078;;;
09.11.2023 10:15:00;09.11.2023 10:29:59;0,055;;;
09.11.2023 10:30:00;09.11.2023 10:44:59;0,061;;;
09.11.2023 10:45:00;09.11.2023 10:59:59;0;;;
09.11.2023 11:00:00;09.11.2023 11:14:59;0;;;
09.11.2023 11:15:00;09.11.2023 11:29:59;0,023;;;
09.11.2023 11:30:00;09.11.2023 11:44:59;0;;;
09.11.2023 11:45:00;09.11.2023 11:59:59;0,004;;;
09.11.2023 12:00:00;09.11.2023 12:14:59;0;;;
09.11.2023 12:15:00;09.11.2023 12:29:59;0,01;;;
09.11.2023 12:30:00;09.11.2023 12:44:59;0,027;;;
09.11.2023 12:45:00;09.11.2023 12:59:59;0,062;;;
09.11.2023 13:00:00;09.11.2023 13:14:59;0,369;;;
09.11.2023 13:15:00;09.11.2023 13:29:59;0,793;;;
09.11.2023 13:30:00;09.11.2023 13:44:59;0,652;;;
09.11.2023 13:45:00;09.11.2023 13:59:59;0,104;;;
09.11.2023 14:00:00;09.11.2023 14:14:59;0,062;;;
09.11.2023 14:15:00;09.11.2023 14:29:59;0,07;;;
09.11.2023 14:30:00;09.11.2023 14:44:59;0,104;;;
09.11.2023 14:45:00;09.11.2023 14:59:59;0,2;;;
09.11.2023 15:00:00;09.11.2023 15:14:59;0,121;;;
09.11.2023 15:15:00;09.11.2023 15:29:59;0,121;;;
09.11.2023 15:30:00;09.11.2023 15:44:59;0,102;;;
09.11.2023 15:45:00;09.11.2023 15:59:59;0,121;;;
09.11.2023 16:00:00;09.11.2023 16:14:59;0,182;;;
09.11.2023 16:15:00;09.11.2023 16:29:59;0,085;;;
09.11.2023 16:30:00;09.11.2023 16:44:59;0,109;;;
09.11.2023 16:45:00;09.11.2023 16:59:59;0,228;;;
09.11.2023 17:00:00;09.11.2023 17:14:59;0,273;;;
09.11.2023 17:15:00;09.11.2023 17:29:59;0,254;;;
09.11.2023 17:30:00;09.11.2023 17:44:59;0,46;;;
09.11.2023 17:45:00;09.11.2023 17:59:59;0,378;;;
09.11.2023 18:00:00;09.11.2023 18:14:59;0,303;;;
09.11.2023 18:15:00;09.11.2023 18:29:59;0,329;;;
09.11.2023 18:30:00;09.11.2023 18:44:59;0,293;;;
09.11.2023 18:45:00;09.11.2023 18:59:59;0,28;;;
09.11.2023 19:00:00;09.11.2023 19:14:59;0,294;;;
09.11.2023 19:15:00;09.11.2023 19:29:59;0,297;;;
09.11.2023 19:30:00;09.11.2023 19:44:59;0,293;;;
09.11.2023 19:45:00;09.11.2023 19:59:59;0,288;;;
09.11.2023 20:00:00;09.11.2023 20:14:59;0,397;;;
09.11.2023 20:15:00;09.11.2023 20:29:59;0,475;;;
09.11.2023 20:30:00;09.11.2023 20:44:59;0,703;;;
09.11.2023 20:45:00;09.11.2023 20:59:59;0,455;;;
09.11.2023 21:00:00;09.11.2023 21:14:59;0,677;;;
09.11.2023 21:15:00;09.11.2023 21:29:59;0,36;;;
09.11.2023 21:30:00;09.11.2023 21:44:59;0,277;;;
09.11.2023 21:45:00;09.11.2023 21:59:59;0,442;;;
09.11.2023 22:00:00;09.11.2023 22:14:59;0,304;;;
09.11.2023 22:15:00;09.11.2023 22:29:59;0,203;;;
09.11.2023 22:30:00;09.11.2023 22:44:59;0,153;;;
09.11.2023 22:45:00;09.11.2023 22:59:59;0,139;;;
09.11.2023 23:00:00;09.11.2023 23:14:59;0,14;;;
09.11.2023 23:15:00;09.11.2023 23:29:59;0,114;;;
09.11.2023 23:30:00;09.11.2023 23:44:59;0,125;;;
09.11.2023 23:45:00;09.11.2023 23:59:59;0,126;;;
10.11.2023 00:00:00;10.11.2023 00:14:59;0,136;;;
10.11.2023 00:15:00;10.11.2023 00:29:59;0,153;;;
10.11.2023 00:30:00;10.11.2023 00:44:59;0,129;;;
10.11.2023 00:45:00;10.11.2023 00:59:59;0,144;;;
10.11.2023 01:00:00;10.11.2023 01:14:59;0,16;;;
10.11.2023 01:15:00;10.11.2023 01:29:59;0,153;;;
10.11.2023 01:30:00;10.11.2023 01:44:59;0,159;;;
10.11.2023 01:45:00;10.11.2023 01:59:59;0,149;;;
10.11.2023 02:00:00;10.11.2023 02:14:59;0,154;;;
10.11.2023 02:15:00;10.11.2023 02:29:59;0,21;;;
10.11.2023 02:30:00;10.11.2023 02:44:59;0,285;;;
10.11.2023 02:45:00;10.11.2023 02:59:59;0,283;;;
10.11.2023 03:00:00;10.11.2023 03:14:59;0,279;;;
10.11.2023 03:15:00;10.11.2023 03:29:59;0,258;;;
10.11.2023 03:30:00;10.11.2023 03:44:59;0,418;;;
10.11.2023 03:45:00;10.11.2023 03:59:59;0,333;;;
10.11.2023 04:00:00;10.11.2023 04:14:59;0,29;;;
10.11.2023 04:15:00;10.11.2023 04:29:59;0,315;;;
10.11.2023 04:30:00;10.11.2023 04:44:59;0,309;;;
10.11.2023 04:45:00;10.11.2023 04:59:59;0,292;;;
10.11.2023 05:00:00;10.11.2023 05:14:59;0,322;;;
10.11.2023 05:15:00;10.11.2023 05:29:59;0,389;;;
10.11.2023 05:30:00;10.11.2023 05:44:59;0,298;;;
10.11.2023 05:45:00;10.11.2023 05:59:59;0,262;;;
10.11.2023 06:00:00;10.11.2023 06:14:59;0,268;;;
10.11.2023 06:15:00;10.11.2023 06:29:59;0,277;;;
10.11.2023 06:30:00;10.11.2023 06:44:59;0,437;;;
10.11.2023 06:45:00;10.11.2023 06:59:59;0,405;;;
10.11.2023 07:00:00;10.11.2023 07:14:59;0,291;;;
10.11.2023 07:15:00;10.11.2023 07:29:59;0,29;;;
10.11.2023 07:30:00;10.11.2023 07:44:59;0,278;;;
10.11.2023 07:45:00;10.11.2023 07:59:59;0,303;;;
10.11.2023 08:00:00;10.11.2023 08:14:59;0,349;;;
10.11.2023 08:15:00;10.11.2023 08:29:59;0,392;;;
10.11.2023 08:30:00;10.11.2023 08:44:59;0,258;;;
10.11.2023 08:45:00;10.11.2023 08:59:59;0,167;;;
10.11.2023 09:00:00;10.11.2023 09:14:59;0,068;;;
10.11.2023 09:15:00;10.11.2023 09:29:59;0,03;;;
10.11.2023 09:30:00;10.11.2023 09:44:59;0;;;
10.11.2023 09:45:00;10.11.2023 09:59:59;0,001;;;
10.11.2023 10:00:00;10.11.2023 10:14:59;0,01;;;
10.11.2023 10:15:00;10.11.2023 10:29:59;0,096;;;
10.11.2023 10:30:00;10.11.2023 10:44:59;0,181;;;
10.11.2023 10:45:00;10.11.2023 10:59:59;0,421;;;
10.11.2023 11:00:00;10.11.2023 11:14:59;0,258;;;
10.11.2023 11:15:00;10.11.2023 11:29:59;0,013;;;
10.11.2023 11:30:00;10.11.2023 11:44:59;0,018;;;
10.11.2023 11:45:00;10.11.2023 11:59:59;0,018;;;
10.11.2023 12:00:00;10.11.2023 12:14:59;0,026;;;
10.11.2023 12:15:00;10.11.2023 12:29:59;0,02;;;
10.11.2023 12:30:00;10.11.2023 12:44:59;0,028;;;
10.11.2023 12:45:00;10.11.2023 12:59:59;0,061;;;
10.11.2023 13:00:00;10.11.2023 13:14:59;0,357;;;
10.11.2023 13:15:00;10.11.2023 13:29:59;0,687;;;
10.11.2023 13:30:00;10.11.2023 13:44:59;0,194;;;
10.11.2023 13:45:00;10.11.2023 13:59:59;0,094;;;
10.11.2023 14:00:00;10.11.2023 14:14:59;0,13;;;
10.11.2023 14:15:00;10.11.2023 14:29:59;0,101;;;
10.11.2023 14:30:00;10.11.2023 14:44:59;0,121;;;
10.11.2023 14:45:00;10.11.2023 14:59:59;0,18;;;
10.11.2023 15:00:00;10.11.2023 15:14:59;0,018;;;
10.11.2023 15:15:00;10.11.2023 15:29:59;0,069;;;
10.11.2023 15:30:00;10.11.2023 15:44:59;0,204;;;
10.11.2023 15:45:00;10.11.2023 15:59:59;0,285;;;
10.11.2023 16:00:00;10.11.2023 16:14:59;0,211;;;
10.11.2023 16:15:00;10.11.2023 16:29:59;0,225;;;
10.11.2023 16:30:00;10.11.2023 16:44:59;0,228;;;
10.11.2023 16:45:00;10.11.2023 16:59:59;0,223;;;
10.11.2023 17:00:00;10.11.2023 17:14:59;0,228;;;
10.11.2023 17:15:00;10.11.2023 17:29:59;0,25;;;
10.11.2023 17:30:00;10.11.2023 17:44:59;0,24;;;
10.11.2023 17:45:00;10.11.2023 17:59:59;0,256;;;
10.11.2023 18:00:00;10.11.2023 18:14:59;0,259;;;
10.11.2023 18:15:00;10.11.2023 18:29:59;0,571;;;
10.11.2023 18:30:00;10.11.2023 18:44:59;0,41;;;
10.11.2023 18:45:00;10.11.2023 18:59:59;0,325;;;
10.11.2023 19:00:00;10.11.2023 19:14:59;0,267;;;
10.11.2023 19:15:00;10.11.2023 19:29:59;0,263;;;
10.11.2023 19:30:00;10.11.2023 19:44:59;0,261;;;
10.11.2023 19:45:00;10.11.2023 19:59:59;0,286;;;
10.11.2023 20:00:00;10.11.2023 20:14:59;0,3;;;
10.11.2023 20:15:00;10.11.2023 20:29:59;0,267;;;
10.11.2023 20:30:00;10.11.2023 20:44:59;0,355;;;
10.11.2023 20:45:00;10.11.2023 20:59:59;0,236;;;
10.11.2023 21:00:00;10.11.2023 21:14:59;0,21;;;
10.11.2023 21:15:00;10.11.2023 21:29:59;0,213;;;
10.11.2023 21:30:00;10.11.2023 21:44:59;0,19;;;
10.11.2023 21:45:00;10.11.2023 21:59:59;0,197;;;
10.11.2023 22:00:00;10.11.2023 22:14:59;0,214;;;
10.11.2023 22:15:00;10.11.2023 22:29:59;0,228;;;
10.11.2023 22:30:00;10.11.2023 22:44:59;0,23;;;
10.11.2023 22:45:00;10.11.2023 22:59:59;0,178;;;
10.11.2023 23:00:00;10.11.2023 23:14:59;0,188;;;
10.11.2023 23:15:00;10.11.2023 23:29:59;0,132;;;
10.11.2023 23:30:00;10.11.2023 23:44:59;0,124;;;
10.11.2023 23:45:00;10.11.2023 23:59:59;0,132;;;
11.11.2023 00:00:00;11.11.2023 00:14:59;0,117;;;
11.11.2023 00:15:00;11.11.2023 00:29:59;0,114;;;
11.11.2023 00:30:00;11.11.2023 00:44:59;0,129;;;
11.11.2023 00:45:00;11.11.2023 00:59:59;0,123;;;
11.11.2023 01:00:00;11.11.2023 01:14:59;0,123;;;
11.11.2023 01:15:00;11.11.2023 01:29:59;0,119;;;
11.11.2023 01:30:00;11.11.2023 01:44:59;0,112;;;
11.11.2023 01:45:00;11.11.2023 01:59:59;0,131;;;
11.11.2023 02:00:00;11.11.2023 02:14:59;0,12;;;
11.11.2023 02:15:00;11.11.2023 02:29:59;0,122;;;
11.11.2023 02:30:00;11.11.2023 02:44:59;0,122;;;
11.11.2023 02:45:00;11.11.2023 02:59:59;0,111;;;
11.11.2023 03:00:00;11.11.2023 03:14:59;0,129;;;
11.11.2023 03:15:00;11.11.2023 03:29:59;0,119;;;
11.11.2023 03:30:00;11.11.2023 03:44:59;0,127;;;
11.11.2023 03:45:00;11.11.2023 03:59:59;0,14;;;
11.11.2023 04:00:00;11.11.2023 04:14:59;0,142;;;
11.11.2023 04:15:00;11.11.2023 04:29:59;0,153;;;
11.11.2023 04:30:00;11.11.2023 04:44:59;0,157;;;
11.11.2023 04:45:00;11.11.2023 04:59:59;0,138;;;
11.11.2023 05:00:00;11.11.2023 05:14:59;0,147;;;
11.11.2023 05:15:00;11.11.2023 05:29:59;0,133;;;
11.11.2023 05:30:00;11.11.2023 05:44:59;0,141;;;
11.11.2023 05:45:00;11.11.2023 05:59:59;0,147;;;
11.11.2023 06:00:00;11.11.2023 06:14:59;0,141;;;
11.11.2023 06:15:00;11.11.2023 06:29:59;0,136;;;
11.11.2023 06:30:00;11.11.2023 06:44:59;0,135;;;
11.11.2023 06:45:00;11.11.2023 06:59:59;0,138;;;
11.11.2023 07:00:00;11.11.2023 07:14:59;0,164;;;
11.11.2023 07:15:00;11.11.2023 07:29:59;0,256;;;
11.11.2023 07:30:00;11.11.2023 07:44:59;0,158;;;
11.11.2023 07:45:00;11.11.2023 07:59:59;0,136;;;
11.11.2023 08:00:00;11.11.2023 08:14:59;0,14;;;
11.11.2023 08:15:00;11.11.2023 08:29:59;0,158;;;
11.11.2023 08:30:00;11.11.2023 08:44:59;0,16;;;
11.11.2023 08:45:00;11.11.2023 08:59:59;0,174;;;
11.11.2023 09:00:00;11.11.2023 09:14:59;0,172;;;
11.11.2023 09:15:00;11.11.2023 09:29:59;0,064;;;
11.11.2023 09:30:00;11.11.2023 09:44:59;0,035;;;
11.11.2023 09:45:00;11.11.2023 09:59:59;0,132;;;
11.11.2023 10:00:00;11.11.2023 10:14:59;0,438;;;
11.11.2023 10:15:00;11.11.2023 10:29:59;0,146;;;
11.11.2023 10:30:00;11.11.2023 10:44:59;0,031;;;
11.11.2023 10:45:00;11.11.2023 10:59:59;0,062;;;
11.11.2023 11:00:00;11.11.2023 11:14:59;0;;;
11.11.2023 11:15:00;11.11.2023 11:29:59;0;;;
11.11.2023 11:30:00;11.11.2023 11:44:59;0,02;;;
11.11.2023 11:45:00;11.11.2023 11:59:59;0,006;;;
11.11.2023 12:00:00;11.11.2023 12:14:59;0,033;;;
11.11.2023 12:15:00;11.11.2023 12:29:59;0,034;;;
11.11.2023 12:30:00;11.11.2023 12:44:59;0,012;;;
11.11.2023 12:45:00;11.11.2023 12:59:59;0,058;;;
11.11.2023 13:00:00;11.11.2023 13:14:59;0,307;;;
11.11.2023 13:15:00;11.11.2023 13:29:59;1,054;;;
11.11.2023 13:30:00;11.11.2023 13:44:59;0,642;;;
11.11.2023 13:45:00;11.11.2023 13:59:59;0,132;;;
11.11.2023 14:00:00;11.11.2023 14:14:59;0,207;;;
11.11.2023 14:15:00;11.11.2023 14:29:59;0,145;;;
11.11.2023 14:30:00;11.11.2023 14:44:59;0,118;;;
11.11.2023 14:45:00;11.11.2023 14:59:59;0,092;;;
11.11.2023 15:00:00;11.11.2023 15:14:59;0,716;;;
11.11.2023 15:15:00;11.11.2023 15:29:59;0,309;;;
11.11.2023 15:30:00;11.11.2023 15:44:59;0,183;;;
11.11.2023 15:45:00;11.11.2023 15:59:59;0,002;;;
11.11.2023 16:00:00;11.11.2023 16:14:59;0,004;;;
11.11.2023 16:15:00;11.11.2023 16:29:59;0,045;;;
11.11.2023 16:30:00;11.11.2023 16:44:59;0,148;;;
11.11.2023 16:45:00;11.11.2023 16:59:59;0,31;;;
11.11.2023 17:00:00;11.11.2023 17:14:59;0,305;;;
11.11.2023 17:15:00;11.11.2023 17:29:59;0,246;;;
11.11.2023 17:30:00;11.11.2023 17:44:59;0,292;;;
11.11.2023 17:45:00;11.11.2023 17:59:59;0,272;;;
11.11.2023 18:00:00;11.11.2023 18:14:59;0,285;;;
11.11.2023 18:15:00;11.11.2023 18:29:59;0,386;;;
11.11.2023 18:30:00;11.11.2023 18:44:59;0,454;;;
11.11.2023 18:45:00;11.11.2023 18:59:59;0,578;;;
11.11.2023 19:00:00;11.11.2023 19:14:59;0,8;;;
11.11.2023 19:15:00;11.11.2023 19:29:59;0,648;;;
11.11.2023 19:30:00;11.11.2023 19:44:59;0,556;;;
11.11.2023 19:45:00;11.11.2023 19:59:59;0,292;;;
11.11.2023 20:00:00;11.11.2023 20:14:59;0,299;;;
11.11.2023 20:15:00;11.11.2023 20:29:59;0,266;;;
11.11.2023 20:30:00;11.11.2023 20:44:59;0,257;;;
11.11.2023 20:45:00;11.11.2023 20:59:59;0,273;;;
11.11.2023 21:00:00;11.11.2023 21:14:59;0,275;;;
11.11.2023 21:15:00;11.11.2023 21:29:59;0,287;;;
11.11.2023 21:30:00;11.11.2023 21:44:59;0,25;;;
11.11.2023 21:45:00;11.11.2023 21:59:59;0,245;;;
11.11.2023 22:00:00;11.11.2023 22:14:59;0,212;;;
11.11.2023 22:15:00;11.11.2023 22:29:59;0,208;;;
11.11.2023 22:30:00;11.11.2023 22:44:59;0,203;;;
11.11.2023 22:45:00;11.11.2023 22:59:59;0,206;;;
11.11.2023 23:00:00;11.11.2023 23:14:59;0,178;;;
11.11.2023 23:15:00;11.11.2023 23:29:59;0,178;;;
11.11.2023 23:30:00;11.11.2023 23:44:59;0,163;;;
11.11.2023 23:45:00;11.11.2023 23:59:59;0,155;;;
12.11.2023 00:00:00;12.11.2023 00:14:59;0,163;;;
12.11.2023 00:15:00;12.11.2023 00:29:59;0,149;;;
12.11.2023 00:30:00;12.11.2023 00:44:59;0,16;;;
12.11.2023 00:45:00;12.11.2023 00:59:59;0,163;;;
12.11.2023 01:00:00;12.11.2023 01:14:59;0,156;;;
12.11.2023 01:15:00;12.11.2023 01:29:59;0,158;;;
12.11.2023 01:30:00;12.11.2023 01:44:59;0,155;;;
12.11.2023 01:45:00;12.11.2023 01:59:59;0,153;;;
12.11.2023 02:00:00;12.11.2023 02:14:59;0,17;;;
12.11.2023 02:15:00;12.11.2023 02:29:59;0,152;;;
12.11.2023 02:30:00;12.11.2023 02:44:59;0,161;;;
12.11.2023 02:45:00;12.11.2023 02:59:59;0,153;;;
12.11.2023 03:00:00;12.11.2023 03:14:59;0,156;;;
12.11.2023 03:15:00;12.11.2023 03:29:59;0,168;;;
12.11.2023 03:30:00;12.11.2023 03:44:59;0,157;;;
12.11.2023 03:45:00;12.11.2023 03:59:59;0,154;;;
12.11.2023 04:00:00;12.11.2023 04:14:59;0,159;;;
12.11.2023 04:15:00;12.11.2023 04:29:59;0,156;;;
12.11.2023 04:30:00;12.11.2023 04:44:59;0,164;;;
12.11.2023 04:45:00;12.11.2023 04:59:59;0,16;;;
12.11.2023 05:00:00;12.11.2023 05:14:59;0,15;;;
12.11.2023 05:15:00;12.11.2023 05:29:59;0,167;;;
12.11.2023 05:30:00;12.11.2023 05:44:59;0,164;;;
12.11.2023 05:45:00;12.11.2023 05:59:59;0,196;;;
12.11.2023 06:00:00;12.11.2023 06:14:59;0,194;;;
12.11.2023 06:15:00;12.11.2023 06:29:59;0,182;;;
12.11.2023 06:30:00;12.11.2023 06:44:59;0,192;;;
12.11.2023 06:45:00;12.11.2023 06:59:59;0,188;;;
12.11.2023 07:00:00;12.11.2023 07:14:59;0,19;;;
12.11.2023 07:15:00;12.11.2023 07:29:59;0,199;;;
12.11.2023 07:30:00;12.11.2023 07:44:59;0,202;;;
12.11.2023 07:45:00;12.11.2023 07:59:59;0,24;;;
12.11.2023 08:00:00;12.11.2023 08:14:59;0,251;;;
12.11.2023 08:15:00;12.11.2023 08:29:59;0,191;;;
12.11.2023 08:30:00;12.11.2023 08:44:59;0,195;;;
12.11.2023 08:45:00;12.11.2023 08:59:59;0,177;;;
12.11.2023 09:00:00;12.11.2023 09:14:59;0,177;;;
12.11.2023 09:15:00;12.11.2023 09:29:59;0,184;;;
12.11.2023 09:30:00;12.11.2023 09:44:59;0,182;;;
12.11.2023 09:45:00;12.11.2023 09:59:59;0,186;;;
12.11.2023 10:00:00;12.11.2023 10:14:59;0,207;;;
12.11.2023 10:15:00;12.11.2023 10:29:59;0,137;;;
12.11.2023 10:30:00;12.11.2023 10:44:59;0,147;;;
12.11.2023 10:45:00;12.11.2023 10:59:59;0,122;;;
12.11.2023 11:00:00;12.11.2023 11:14:59;0,141;;;
12.11.2023 11:15:00;12.11.2023 11:29:59;0,117;;;
12.11.2023 11:30:00;12.11.2023 11:44:59;0,088;;;
12.11.2023 11:45:00;12.11.2023 11:59:59;0,107;;;
12.11.2023 12:00:00;12.11.2023 12:14:59;0,119;;;
12.11.2023 12:15:00;12.11.2023 12:29:59;0,128;;;
12.11.2023 12:30:00;12.11.2023 12:44:59;0,141;;;
12.11.2023 12:45:00;12.11.2023 12:59:59;0,129;;;
12.11.2023 13:00:00;12.11.2023 13:14:59;0,446;;;
12.11.2023 13:15:00;12.11.2023 13:29:59;0,685;;;
12.11.2023 13:30:00;12.11.2023 13:44:59;0,131;;;
12.11.2023 13:45:00;12.11.2023 13:59:59;0,136;;;
12.11.2023 14:00:00;12.11.2023 14:14:59;0,124;;;
12.11.2023 14:15:00;12.11.2023 14:29:59;0,125;;;
12.11.2023 14:30:00;12.11.2023 14:44:59;0,163;;;
12.11.2023 14:45:00;12.11.2023 14:59:59;0,254;;;
12.11.2023 15:00:00;12.11.2023 15:14:59;0,133;;;
12.11.2023 15:15:00;12.11.2023 15:29:59;0,1;;;
12.11.2023 15:30:00;12.11.2023 15:44:59;0,183;;;
12.11.2023 15:45:00;12.11.2023 15:59:59;0,217;;;
12.11.2023 16:00:00;12.11.2023 16:14:59;0,205;;;
12.11.2023 16:15:00;12.11.2023 16:29:59;0,209;;;
12.11.2023 16:30:00;12.11.2023 16:44:59;0,21;;;
12.11.2023 16:45:00;12.11.2023 16:59:59;0,2;;;
12.11.2023 17:00:00;12.11.2023 17:14:59;0,219;;;
12.11.2023 17:15:00;12.11.2023 17:29:59;0,211;;;
12.11.2023 17:30:00;12.11.2023 17:44:59;0,265;;;
12.11.2023 17:45:00;12.11.2023 17:59:59;0,304;;;
12.11.2023 18:00:00;12.11.2023 18:14:59;0,298;;;
12.11.2023 18:15:00;12.11.2023 18:29:59;0,508;;;
12.11.2023 18:30:00;12.11.2023 18:44:59;0,692;;;
12.11.2023 18:45:00;12.11.2023 18:59:59;0,724;;;
12.11.2023 19:00:00;12.11.2023 19:14:59;0,741;;;
12.11.2023 19:15:00;12.11.2023 19:29:59;0,328;;;
12.11.2023 19:30:00;12.11.2023 19:44:59;0,282;;;
12.11.2023 19:45:00;12.11.2023 19:59:59;0,284;;;
12.11.2023 20:00:00;12.11.2023 20:14:59;0,281;;;
12.11.2023 20:15:00;12.11.2023 20:29:59;0,29;;;
12.11.2023 20:30:00;12.11.2023 20:44:59;0,274;;;
12.11.2023 20:45:00;12.11.2023 20:59:59;0,27;;;
12.11.2023 21:00:00;12.11.2023 21:14:59;0,358;;;
12.11.2023 21:15:00;12.11.2023 21:29:59;0,258;;;
12.11.2023 21:30:00;12.11.2023 21:44:59;0,367;;;
12.11.2023 21:45:00;12.11.2023 21:59:59;0,316;;;
12.11.2023 22:00:00;12.11.2023 22:14:59;0,249;;;
12.11.2023 22:15:00;12.11.2023 22:29:59;0,26;;;
12.11.2023 22:30:00;12.11.2023 22:44:59;0,254;;;
12.11.2023 22:45:00;12.11.2023 22:59:59;0,303;;;
12.11.2023 23:00:00;12.11.2023 23:14:59;0,213;;;
12.11.2023 23:15:00;12.11.2023 23:29:59;0,192;;;
12.11.2023 23:30:00;12.11.2023 23:44:59;0,211;;;
12.11.2023 23:45:00;12.11.2023 23:59:59;0,194;;;
13.11.2023 00:00:00;13.11.2023 00:14:59;0,363;;;
13.11.2023 00:15:00;13.11.2023 00:29:59;0,284;;;
13.11.2023 00:30:00;13.11.2023 00:44:59;0,2;;;
13.11.2023 00:45:00;13.11.2023 00:59:59;0,174;;;
13.11.2023 01:00:00;13.11.2023 01:14:59;0,16;;;
13.11.2023 01:15:00;13.11.2023 01:29:59;0,163;;;
13.11.2023 01:30:00;13.11.2023 01:44:59;0,164;;;
13.11.2023 01:45:00;13.11.2023 01:59:59;0,155;;;
13.11.2023 02:00:00;13.11.2023 02:14:59;0,175;;;
13.11.2023 02:15:00;13.11.2023 02:29:59;0,162;;;
13.11.2023 02:30:00;13.11.2023 02:44:59;0,182;;;
13.11.2023 02:45:00;13.11.2023 02:59:59;0,201;;;
13.11.2023 03:00:00;13.11.2023 03:14:59;0,155;;;
13.11.2023 03:15:00;13.11.2023 03:29:59;0,176;;;
13.11.2023 03:30:00;13.11.2023 03:44:59;0,173;;;
13.11.2023 03:45:00;13.11.2023 03:59:59;0,166;;;
13.11.2023 04:00:00;13.11.2023 04:14:59;0,167;;;
13.11.2023 04:15:00;13.11.2023 04:29:59;0,153;;;
13.11.2023 04:30:00;13.11.2023 04:44:59;0,157;;;
13.11.2023 04:45:00;13.11.2023 04:59:59;0,168;;;
13.11.2023 05:00:00;13.11.2023 05:14:59;0,163;;;
13.11.2023 05:15:00;13.11.2023 05:29:59;0,16;;;
13.11.2023 05:30:00;13.11.2023 05:44:59;0,16;;;
13.11.2023 05:45:00;13.11.2023 05:59:59;0,152;;;
13.11.2023 06:00:00;13.11.2023 06:14:59;0,175;;;
13.11.2023 06:15:00;13.11.2023 06:29:59;0,16;;;
13.11.2023 06:30:00;13.11.2023 06:44:59;0,19;;;
13.11.2023 06:45:00;13.11.2023 06:59:59;0,256;;;
13.11.2023 07:00:00;13.11.2023 07:14:59;0,365;;;
13.11.2023 07:15:00;13.11.2023 07:29:59;0,24;;;
13.11.2023 07:30:00;13.11.2023 07:44:59;0,209;;;
13.11.2023 07:45:00;13.11.2023 07:59:59;0,499;;;
13.11.2023 08:00:00;13.11.2023 08:14:59;0,559;;;
13.11.2023 08:15:00;13.11.2023 08:29:59;0,208;;;
13.11.2023 08:30:00;13.11.2023 08:44:59;0,213;;;
13.11.2023 08:45:00;13.11.2023 08:59:59;0,207;;;
13.11.2023 09:00:00;13.11.2023 09:14:59;0,191;;;
13.11.2023 09:15:00;13.11.2023 09:29:59;0,187;;;
13.11.2023 09:30:00;13.11.2023 09:44:59;0,248;;;
13.11.2023 09:45:00;13.11.2023 09:59:59;0,635;;;
13.11.2023 10:00:00;13.11.2023 10:14:59;0,25;;;
13.11.2023 10:15:00;13.11.2023 10:29:59;0,226;;;
13.11.2023 10:30:00;13.11.2023 10:44:59;0,227;;;
13.11.2023 10:45:00;13.11.2023 10:59:59;0,195;;;
13.11.2023 11:00:00;13.11.2023 11:14:59;0,183;;;
13.11.2023 11:15:00;13.11.2023 11:29:59;0,178;;;
13.11.2023 11:30:00;13.11.2023 11:44:59;0,13;;;
13.11.2023 11:45:00;13.11.2023 11:59:59;0,124;;;
13.11.2023 12:00:00;13.11.2023 12:14:59;0,095;;;
13.11.2023 12:15:00;13.11.2023 12:29:59;0,123;;;
13.11.2023 12:30:00;13.11.2023 12:44:59;0,271;;;
13.11.2023 12:45:00;13.11.2023 12:59:59;0,15;;;
13.11.2023 13:00:00;13.11.2023 13:14:59;0,541;;;
13.11.2023 13:15:00;13.11.2023 13:29:59;0,692;;;
13.11.2023 13:30:00;13.11.2023 13:44:59;0,113;;;
13.11.2023 13:45:00;13.11.2023 13:59:59;0,109;;;
13.11.2023 14:00:00;13.11.2023 14:14:59;0,119;;;
13.11.2023 14:15:00;13.11.2023 14:29:59;0,12;;;
13.11.2023 14:30:00;13.11.2023 14:44:59;0,145;;;
13.11.2023 14:45:00;13.11.2023 14:59:59;0,125;;;
13.11.2023 15:00:00;13.11.2023 15:14:59;0,134;;;
13.11.2023 15:15:00;13.11.2023 15:29:59;0,144;;;
13.11.2023 15:30:00;13.11.2023 15:44:59;0,039;;;
13.11.2023 15:45:00;13.11.2023 15:59:59;0,051;;;
13.11.2023 16:00:00;13.11.2023 16:14:59;0,101;;;
13.11.2023 16:15:00;13.11.2023 16:29:59;0,117;;;
13.11.2023 16:30:00;13.11.2023 16:44:59;0,13;;;
13.11.2023 16:45:00;13.11.2023 16:59:59;0,116;;;
